,Title,Author,Published date,Format,Sale Price,Old Price,Category
1461,English for Everyone English Idioms,Dk,07 Mar 2019,Paperback,18.34,20.5,Dictionaries-Languages
1462,The Concise Oxford Dictionary of Linguistics,P. H. Matthews,13 May 2014,Paperback,14.35,15.0,Dictionaries-Languages
1463,The Oxford Dictionary of English Grammar,Bas Aarts,04 Feb 2014,Paperback,11.83,15.0,Dictionaries-Languages
1464,Oxford Dictionary of English,Oxford Languages,19 Oct 2010,Hardback,37.17,48.5,Dictionaries-Languages
1465,Oxford Beginner's Japanese Dictionary,Oxford Languages,16 Oct 2006,Paperback,10.99,13.5,Dictionaries-Languages
1466,Oxford Dictionary of Idioms,John Ayto,18 Aug 2020,Paperback,11.1,13.5,Dictionaries-Languages
1467,Oxford Latin Desk Dictionary,James Morwood,28 Jul 2005,Hardback,20.92,22.95,Dictionaries-Languages
1468,The Secret Life of Books,Tom Mole,01 Oct 2020,Hardback,18.3,26.0,Dictionaries-Languages
1469,Tractatus Logico-Philosophicus (Chiron Academic Press - The Original Authoritative Edition),Ludwig Wittgenstein,11 Jan 2016,Paperback,9.5,9.5,Dictionaries-Languages
1470,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,12 Jan 1998,Paperback,10.25,10.5,Dictionaries-Languages
1471,"Black, Listed",Jeffrey Boakye,01 Jul 2020,Paperback,9.99,12.5,Dictionaries-Languages
1472,The Anatomy of Knowledge and the Ontological Necessity of First Principles,Karim Lahham,08 Mar 2021,Paperback,15.0,15.0,Dictionaries-Languages
1473,El Pensamiento de Paul Ricouer,Emmanuel Flores-Rojas,01 Nov 2022,Paperback,25.84,32.0,Dictionaries-Languages
1474,The Kybalion,Three Initiates,30 Dec 2020,Paperback,7.39,7.39,Dictionaries-Languages
1475,Wittgensteins 'philosophische Untersuchungen',Eike Von Savigny,01 Feb 2019,Paperback,49.4,49.4,Dictionaries-Languages
1476,Speaking and Being,Kübra Gümüsay,05 May 2022,Hardback,14.76,18.5,Dictionaries-Languages
1477,How to Do Things with Words,J L Austin,07 Oct 2018,Paperback,21.82,21.82,Dictionaries-Languages
1478,Seduced by Story,Peter Brooks,18 Oct 2022,Paperback,15.23,18.5,Dictionaries-Languages
1479,Rosicrucian Manual,H Spencer Lewis,03 Feb 2015,Paperback,18.6,18.6,Dictionaries-Languages
1480,On Language,Noam Chomsky,07 Jun 2007,Paperback,19.35,19.99,Dictionaries-Languages
1481,Before God,Steven DeLay,22 Jun 2022,Paperback,34.39,49.0,Dictionaries-Languages
1482,The Emergence of Literature,Dr. Jacob Bittner,29 Jul 2021,Paperback,39.77,44.5,Dictionaries-Languages
1483,Philosophy of Language,William G Lycan,12 Sep 2018,Paperback,44.65,45.0,Dictionaries-Languages
1484,The Quest For Hermes Trismegistus,Gary Lachman,31 May 2011,Paperback,21.86,24.5,Dictionaries-Languages
1485,The Political Unconscious,Fredric Jameson,31 Dec 1993,Paperback,29.17,29.5,Dictionaries-Languages
1486,An Inquiry into Modes of Existence,Bruno Latour,04 Jun 2018,Paperback,33.18,33.18,Dictionaries-Languages
1487,Naming and Necessity,Saul A. Kripke,01 Mar 2003,Paperback,24.9,24.9,Dictionaries-Languages
1488,French Philosophy in the Twentieth Century,Gary Gutting,01 Apr 2011,Paperback,50.27,50.27,Dictionaries-Languages
1489,Aristotle's Theory of Language and Meaning,Deborah K. W. Modrak,19 Mar 2009,Paperback,47.4,47.4,Dictionaries-Languages
1490,Speech Acts,John R. Searle,08 Feb 2011,Paperback,43.34,43.34,Dictionaries-Languages
1491,Symposium and Phaedrus,Plato,02 Jan 2000,Paperback,7.03,7.03,Dictionaries-Languages
1492,The Guide for the Perplexed,Moses Maimonides,02 Jan 2000,Paperback,15.85,16.5,Dictionaries-Languages
1493,The Interpretation of Cultures,Clifford Geertz,15 Aug 2017,Paperback,21.91,23.5,Dictionaries-Languages
1494,Behavior and Culture in One Dimension,Dennis Waters,09 Mar 2021,Paperback,59.36,59.36,Dictionaries-Languages
1495,Philosophy of Language,Colin McGinn,15 Sep 2016,Paperback,25.26,29.5,Dictionaries-Languages
1496,Philosophical Provocations,Colin McGinn,24 Aug 2017,Hardback,29.44,36.5,Dictionaries-Languages
1497,Beyond Good and Evil,Friedrich Nietzsche,15 Jan 2009,Paperback,9.99,11.5,Dictionaries-Languages
1498,The Oxford Handbook of Wittgenstein,Oskari Kuusela,28 Jan 2015,Paperback,43.07,53.0,Dictionaries-Languages
1499,Collected Papers,Gareth Evans,11 Jul 1996,Paperback,48.95,67.1,Dictionaries-Languages
1500,Understanding Truth,Scott Soames,28 Jan 1999,Paperback,39.81,39.81,Dictionaries-Languages
1501,Confabulations,John Berger,10 Oct 2016,Paperback,10.49,11.0,Dictionaries-Languages
1502,The Language Instinct,Steven Pinker,05 Oct 2015,Paperback,14.99,16.0,Dictionaries-Languages
1503,Daring Greatly,Brene Brown,25 Jan 2016,Paperback,11.27,12.5,Dictionaries-Languages
1504,Win Every Argument,Mehdi Hasan,28 Feb 2023,Hardback,24.5,24.5,Dictionaries-Languages
1505,The Quick and Easy Way to Effective Speaking,Dale Carnegie,29 Oct 2001,Paperback,10.14,11.0,Dictionaries-Languages
1506,"HBR's 10 Must Reads on Public Speaking and Presenting (with featured article ""How to Give a Killer Presentation"" By Chris Anderson)",Harvard Business Review,26 May 2020,Paperback,20.75,25.99,Dictionaries-Languages
1507,TED Talks,Chris Anderson,14 Feb 2018,Paperback,10.77,13.5,Dictionaries-Languages
1508,Talk Like Ted,Carmine Gallo,10 Mar 2015,Paperback,16.87,20.0,Dictionaries-Languages
1509,The Penguin Book of Modern Speeches,Brian MacArthur,03 Dec 2019,Paperback,15.84,18.5,Dictionaries-Languages
1510,Oxford Dictionary of Idioms,John Ayto,18 Aug 2020,Paperback,11.1,13.5,Dictionaries-Languages
1511,Unlocking French with Paul Noble,Paul Noble,01 Apr 2017,Paperback,13.0,13.5,Dictionaries-Languages
1512,Unlocking German with Paul Noble,Paul Noble,05 May 2018,Paperback,12.9,12.9,Dictionaries-Languages
1513,Unlocking Italian with Paul Noble,Paul Noble,01 Apr 2017,Paperback,13.15,13.5,Dictionaries-Languages
1514,The Quick and Easy Way to Effective Speaking,Dale Carnegie,01 Jan 2018,Paperback,15.02,15.02,Dictionaries-Languages
1515,This is a Voice,Jeremy Fisher,23 Aug 2018,Paperback,12.1,12.5,Dictionaries-Languages
1516,The Tempest,William Shakespeare,02 Aug 2012,Paperback,10.54,10.54,Dictionaries-Languages
1517,Dare To Be Seen : From Stage Fright to Stage Presence,Elisa Di Napoli,03 Nov 2019,Paperback,15.19,15.19,Dictionaries-Languages
1518,Scenes for Young Performers to Enjoy,Eleanor Mcleod,18 Jun 2012,Paperback,19.82,20.1,Dictionaries-Languages
1519,Learn Spanish for Kids,Pro Language Learning,06 Jan 2021,Hardback,22.21,22.21,Dictionaries-Languages
1520,Learn Italian for Kids,Pro Language Learning,05 Jan 2021,Paperback,18.2,18.2,Dictionaries-Languages
1521,Connect!,Simon Lancaster,09 Jun 2022,Paperback,12.76,16.0,Dictionaries-Languages
1522,The Well-Spoken Woman,Christine K. Jahnke,20 Sep 2011,Paperback,22.01,25.7,Dictionaries-Languages
1523,Mourning in the Anthropocene,Joshua Trey Barnett,01 Aug 2022,Paperback,44.25,44.25,Dictionaries-Languages
1524,Raising Boys in the 21st Century,Steve Biddulph,19 Apr 2018,Paperback,14.37,16.0,Dictionaries-Languages
1525,Teach Your Dog Irish,Anne Cakebread,28 Feb 2020,Paperback,9.58,9.58,Dictionaries-Languages
1526,Lonely Planet Italian Phrasebook & Dictionary,Lonely Planet,10 Oct 2018,Paperback,7.42,7.42,Dictionaries-Languages
1527,Lonely Planet Latin American Spanish Phrasebook & Dictionary,Lonely Planet,10 Oct 2018,Paperback,7.42,7.42,Dictionaries-Languages
1528,Lonely Planet Moroccan Arabic Phrasebook & Dictionary,Lonely Planet,29 Jan 2014,Paperback,7.34,7.34,Dictionaries-Languages
1529,German All-in-One For Dummies with CD,C Dummies,09 Jul 2013,Paperback,31.9,31.9,Dictionaries-Languages
1530,Easy Learning Italian Conversation,Collins Dictionaries,15 Sep 2015,Paperback,10.9,11.5,Dictionaries-Languages
1531,Chinese Short Stories For Beginners,Lingo Mastery,22 Jan 2020,Paperback,13.86,16.0,Dictionaries-Languages
1532,Dreyer's English: An Utterly Correct Guide to Clarity and Style,Benjamin Dreyer,21 Sep 2020,Paperback,12.12,13.5,Dictionaries-Languages
1533,Lonely Planet Portuguese Phrasebook & Dictionary,Lonely Planet,18 Sep 2018,Paperback,7.42,7.42,Dictionaries-Languages
1534,Lonely Planet French Phrasebook & Dictionary,Lonely Planet,10 Oct 2018,Paperback,7.42,7.42,Dictionaries-Languages
1535,Lonely Planet Greek Phrasebook & Dictionary,Lonely Planet,22 Jul 2019,Paperback,7.41,7.41,Dictionaries-Languages
1536,Lonely Planet Italian Phrasebook and CD,Lonely Planet,21 Jul 2020,Mixed media product,12.51,13.5,Dictionaries-Languages
1537,Dari-English/English-Dari Dictionary & Phrasebook,Nicholas Awde,13 Feb 2003,Paperback,14.42,15.5,Dictionaries-Languages
1538,ITALIANISSIMO BEGINNERS' COURSE BOOK (NEW EDITION),Denise De Rome,30 Jul 2004,Paperback,17.98,19.0,Dictionaries-Languages
1539,Easy Spanish Phrase Book NEW EDITION,Garcia Loaeza,29 Apr 2013,Paperback,5.49,5.49,Dictionaries-Languages
1540,Unlocking French with Paul Noble,Paul Noble,01 Apr 2017,Paperback,13.0,13.5,Dictionaries-Languages
1541,Unlocking German with Paul Noble,Paul Noble,05 May 2018,Paperback,12.9,12.9,Dictionaries-Languages
1542,Unlocking Italian with Paul Noble,Paul Noble,01 Apr 2017,Paperback,13.15,13.5,Dictionaries-Languages
1543,Diccionario de Frecuencia - Ingles - Vocabulario Intermedio,Es Mostusedwords,29 Jun 2018,Paperback,39.03,39.03,Dictionaries-Languages
1544,Diccionario de Frecuencia - Ingles - Vocabulario Esencial,Es Mostusedwords,29 Jun 2018,Paperback,39.08,39.08,Dictionaries-Languages
1545,Making Out in Japanese,Todd Geers,02 Sep 2014,Paperback,7.5,8.5,Dictionaries-Languages
1546,Färöisch Wort für Wort. Kauderwelsch,Richard Kölbl,01 Apr 2004,Paperback,7.9,7.9,Dictionaries-Languages
1547,The Little Book of Foreign Swear Words,Sid Finch,04 Oct 2022,Paperback,8.48,9.0,Dictionaries-Languages
1548,Lonely Planet Fast Talk Norwegian,Lonely Planet,09 Oct 2018,Paperback,5.2,5.2,Dictionaries-Languages
1549,Lonely Planet Spanish Phrasebook & Dictionary,Lonely Planet,30 Nov 2018,Paperback,7.42,7.42,Dictionaries-Languages
1550,Lonely Planet Vietnamese Phrasebook & Dictionary,Lonely Planet,10 Oct 2018,Paperback,7.4,7.4,Dictionaries-Languages
1551,"Lonely Planet Estonian, Latvian & Lithuanian Phrasebook & Dictionary",Lonely Planet,21 Jul 2020,Paperback,9.0,9.0,Dictionaries-Languages
1552,Lonely Planet German Phrasebook & Dictionary,Lonely Planet,18 Sep 2018,Paperback,7.42,7.42,Dictionaries-Languages
1553,Lonely Planet Fast Talk Spanish,Lonely Planet,10 Oct 2018,Paperback,5.2,7.0,Dictionaries-Languages
1554,Me vs Brain,Hayley Morris,16 Feb 2023,Hardback,23.0,23.0,Entertainment
1555,Daisy Jones and The Six,Taylor Jenkins Reid,09 Jan 2020,Paperback,11.28,11.5,Entertainment
1556,"Love, Pamela",Pamela Anderson,31 Jan 2023,Hardback,18.99,24.5,Entertainment
1557,I'm Glad My Mom Died,Jennette McCurdy,15 Sep 2022,Hardback,22.95,31.5,Entertainment
1558,Fleabag: The Scriptures,Phoebe Waller-bridge,13 May 2021,Paperback,14.54,21.0,Entertainment
1559,Music Theory For Young Children - Book 1,Ying Ying Ng,01 Jul 2015,Book,9.56,9.56,Entertainment
1560,Malibu Rising,Taylor Jenkins Reid,28 Apr 2022,Paperback,11.27,13.5,Entertainment
1561,Cinema Speculation,Quentin Tarantino,01 Nov 2022,Hardback,21.59,30.5,Entertainment
1562,"Piano Exam Pieces 2023 & 2024, ABRSM Grade 4",ABRSM,09 Jun 2022,Sheet music,13.29,13.29,Entertainment
1563,Fleabag: The Scriptures,Phoebe Waller-Bridge,26 Nov 2019,Hardback,26.99,28.5,Entertainment
1564,Finding Me,Viola Davis,26 Apr 2022,Hardback,22.99,24.5,Entertainment
1565,"Piano Exam Pieces 2023 & 2024, ABRSM Grade 1",ABRSM,09 Jun 2022,Sheet music,12.21,12.21,Entertainment
1566,Harry Potter Hogwarts Castle and Sticker Book,Running Press,11 Oct 2018,Mixed media product,10.26,13.5,Entertainment
1567,The Artist's Way,Julia Cameron,05 Nov 2020,Paperback,15.52,18.5,Entertainment
1568,Just Kids,Patti Smith,04 Jan 2011,Paperback,13.89,16.5,Entertainment
1569,The Tastemaker,Tony King,02 Feb 2023,Hardback,20.13,25.0,Entertainment
1570,"Faith, Hope and Carnage",Nick Cave,20 Sep 2022,Hardback,19.63,21.5,Entertainment
1571,"Piano Exam Pieces 2023 & 2024, ABRSM Grade 6",ABRSM,09 Jun 2022,Sheet music,14.89,14.89,Entertainment
1572,Piano Adventures Lesson Book Primer Level,Nancy Faber,01 Jan 1996,Book,9.77,10.0,Entertainment
1573,Scar Tissue,Anthony Kiedis,19 Jan 2016,Paperback,11.99,13.5,Entertainment
1574,Suzuki Piano School 1,Alfred Music,08 Jun 2011,Book,13.95,13.95,Entertainment
1575,"Love, Pamela",Pamela Anderson,31 Jan 2023,Hardback,18.99,24.5,Entertainment
1576,I'm Glad My Mom Died,Jennette McCurdy,15 Sep 2022,Hardback,22.95,31.5,Entertainment
1577,Finding Me,Viola Davis,26 Apr 2022,Hardback,22.99,24.5,Entertainment
1578,Greenlights,Matthew McConaughey,01 Dec 2020,Paperback,13.24,19.5,Entertainment
1579,"Madly, Deeply",Alan Rickman,04 Oct 2022,Hardback,22.35,29.5,Entertainment
1580,Windswept & Interesting,Billy Connolly,22 Nov 2022,Paperback,12.99,12.99,Entertainment
1581,Talking As Fast As I Can,Lauren Graham,05 Oct 2017,Paperback,9.59,13.5,Entertainment
1582,Love Me Do! the Beatles' Progress,Michael Braun,01 Oct 2019,Paperback,14.75,16.0,Entertainment
1583,Down The Rabbit Hole,Holly Madison,16 Jun 2016,Paperback,15.71,17.0,Entertainment
1584,Meghan,Andrew Morton,14 Oct 2021,Paperback,12.14,12.5,Entertainment
1585,Walking With Ghosts,Gabriel Byrne,30 Sep 2021,Paperback,11.21,12.5,Entertainment
1586,Backing into the Spotlight,Michael Whitehall,26 Mar 2019,Paperback,12.05,12.5,Entertainment
1587,A Life in Parts,Bryan Cranston,19 Oct 2017,Paperback,9.42,11.5,Entertainment
1588,Based on a True Story,Norm Macdonald,13 Jun 2017,Paperback,17.95,18.5,Entertainment
1589,Groucho and Me,Groucho Marx,09 Oct 2014,Paperback,13.7,16.0,Entertainment
1590,I Am Ozzy,Ozzy Osbourne,13 May 2010,Paperback,10.77,13.5,Entertainment
1591,Elvis & Ginger,Ginger Alden,06 Aug 2015,Paperback,23.84,23.84,Entertainment
1592,Careless Love,Peter Guralnick,10 Feb 2000,Paperback,27.57,27.57,Entertainment
1593,How to American,Jimmy O Yang,14 Jan 2020,Paperback,17.85,19.0,Entertainment
1594,Prime Time,Jane Fonda,21 Jun 2012,Paperback,14.75,16.0,Entertainment
1595,The Office BFFs,Jenna Fischer,09 Jun 2022,Hardback,22.33,28.5,Entertainment
1596,Malibu Rising,Taylor Jenkins Reid,28 Apr 2022,Paperback,11.27,13.5,Entertainment
1597,Just Kids,Patti Smith,04 Jan 2011,Paperback,13.89,16.5,Entertainment
1598,"Faith, Hope and Carnage",Nick Cave,20 Sep 2022,Hardback,19.63,21.5,Entertainment
1599,"Trad, Gras Och Stenar",Hakan Agnsater,05 Dec 2023,Paperback,45.5,45.5,Entertainment
1600,Surrender,Bono,01 Nov 2022,Hardback,24.46,31.5,Entertainment
1601,Paddy Reilly,Paddy Reilly,10 Dec 2022,Hardback,23.73,23.73,Entertainment
1602,"Acid For The Children - The autobiography of Flea, the Red Hot Chili Peppers legend",Flea,15 Oct 2020,Paperback,10.9,14.5,Entertainment
1603,The KLF,John Higgs,26 Sep 2013,Paperback,13.4,14.0,Entertainment
1604,Love and Let Die,John Higgs,15 Sep 2022,Hardback,19.99,27.5,Entertainment
1605,When in Rome,Sarah Adams,20 Sep 2022,Paperback,9.99,12.5,Entertainment
1606,The Storyteller,Dave Grohl,09 Jun 2022,Paperback,11.54,13.5,Entertainment
1607,Prince: All the Songs,Benoit Clerc,08 Nov 2022,Hardback,44.67,61.5,Entertainment
1608,A Song For You,Robyn Crawford,12 Nov 2020,Paperback,13.46,16.5,Entertainment
1609,Harry Styles,Terry Newman,26 May 2022,Hardback,24.99,27.0,Entertainment
1610,"Good Pop, Bad Pop",Jarvis Cocker,15 Mar 2023,Hardback,21.11,24.5,Entertainment
1611,YEAR OF WONDER: Classical Music for Every Day,Clemency Burton-Hill,05 Oct 2018,Paperback,14.99,21.0,Entertainment
1612,M Train,Ms Patti Smith,25 Aug 2016,Paperback,12.05,13.5,Entertainment
1613,Devil in a Coma,Mark Lanegan,14 Dec 2021,Hardback,11.99,15.0,Entertainment
1614,Why Beethoven,Norman Lebrecht,02 Feb 2023,Hardback,22.76,24.5,Entertainment
1615,"The Virtuoso Pianist, Complete",Charles-Louis Hanon,01 Nov 1993,Book,11.48,11.48,Entertainment
1616,Elvis & Ginger,Ginger Alden,06 Aug 2015,Paperback,23.84,23.84,Entertainment
1617,"Discovering Music Theory, The ABRSM Grade 1 Workbook",ABRSM,08 Oct 2020,Sheet music,12.54,12.54,Entertainment
1618,The KLF,John Higgs,26 Sep 2013,Paperback,13.4,14.0,Entertainment
1619,My First Music Theory Book,Lina Ng,01 Nov 2010,Paperback,8.22,8.22,Entertainment
1620,"Discovering Music Theory, The ABRSM Grade 5 Workbook",ABRSM,08 Oct 2020,Sheet music,14.26,14.26,Entertainment
1621,"Discovering Music Theory, The ABRSM Grade 3 Workbook",ABRSM,08 Oct 2020,Sheet music,13.59,13.59,Entertainment
1622,Theory of Music Workbook Grade 3 (2007),Trinity College London,15 Jun 2007,Paperback,11.45,11.45,Entertainment
1623,"Music Theory in Practice, Grade 1",Eric Taylor,06 Mar 2008,Sheet music,10.28,10.28,Entertainment
1624,"Music Theory Practice Papers 2022, ABRSM Grade 5",ABRSM,12 Jan 2023,Sheet music,15.0,15.0,Entertainment
1625,"Discovering Music Theory, The ABRSM Grade 4 Workbook",ABRSM,08 Oct 2020,Sheet music,13.82,13.82,Entertainment
1626,"Discovering Music Theory, The ABRSM Grade 2 Workbook",ABRSM,08 Oct 2020,Sheet music,12.51,12.51,Entertainment
1627,Theory of Music Workbook Grade 2 (2007),Trinity College London,15 Jun 2007,Paperback,11.35,11.35,Entertainment
1628,"Music Theory in Practice, Grade 5",Eric Taylor,29 May 2008,Sheet music,12.44,12.44,Entertainment
1629,"Music Theory Sample Papers, ABRSM Grade 3",ABRSM,08 Oct 2020,Sheet music,8.8,8.8,Entertainment
1630,Theory & Technic for the Young Beginner Primer B,James Bastien,01 Jan 1987,Paperback,9.1,9.1,Entertainment
1631,WP232 - Theory And Technic For The Young Beginner Primer A,James Bastien,01 Jan 1987,Paperback,9.67,9.67,Entertainment
1632,Theory of Music Workbook Grade 1 (2007),Trinity College London,15 Jun 2007,Paperback,9.86,9.86,Entertainment
1633,Alfred's Basic Piano Library Lesson 1A,Willard A Palmer,01 Mar 1993,Paperback,12.51,12.51,Entertainment
1634,On Connection,Kae Tempest,11 Oct 2022,Paperback,9.15,10.5,Entertainment
1635,Music Theory For Young Musicians Grade 5,Ying Ying Ng,01 Aug 2016,Book,10.6,10.6,Entertainment
1636,Music Theory,Nicolas Carter,17 Mar 2018,Paperback,16.59,16.59,Entertainment
1637,"Music Theory in Practice, Grade 4",Eric Taylor,29 May 2008,Sheet music,11.93,11.93,Entertainment
1638,Fleabag: The Scriptures,Phoebe Waller-bridge,13 May 2021,Paperback,14.54,21.0,Entertainment
1639,Harry Potter Hogwarts Castle and Sticker Book,Running Press,11 Oct 2018,Mixed media product,10.26,13.5,Entertainment
1640,Cinema Speculation,Quentin Tarantino,01 Nov 2022,Hardback,21.59,30.5,Entertainment
1641,Avatar The Way of Water The Visual Dictionary,Joshua Izzo,16 Dec 2022,Hardback,29.95,30.5,Entertainment
1642,Greenlights,Matthew McConaughey,01 Dec 2020,Paperback,13.24,19.5,Entertainment
1643,The Banshees of Inisherin,Martin McDonagh,20 Oct 2022,Paperback,12.5,12.5,Entertainment
1644,Moving Pictures,Terry Pratchett,15 May 2014,Hardback,13.99,18.5,Entertainment
1645,Save the Cat!,Blake Snyder,29 Jan 2007,Paperback,14.06,18.5,Entertainment
1646,Harry Potter: A Pop-Up Book,Bruce Foster,16 Nov 2010,Hardback,38.0,38.0,Entertainment
1647,Waiting for Godot,Samuel Beckett,01 May 2006,Paperback,10.67,12.5,Entertainment
1648,The Art of Avatar The Way of Water,Tara Bennett,16 Dec 2022,Hardback,32.79,36.5,Entertainment
1649,The Art of DreamWorks Puss in Boots,Ramin Zahed,30 Mar 2023,Hardback,47.08,47.08,Entertainment
1650,Ayoade on Top,Richard Ayoade,06 Oct 2020,Paperback,13.3,14.0,Entertainment
1651,"The Art of Love, Death + Robots",Ramin Zahed,06 Sep 2022,Hardback,30.83,42.5,Entertainment
1652,Ghosts of My Life,Mark Fisher,29 Jul 2022,Paperback,14.99,17.5,Entertainment
1653,Rick and Morty: Talking Pickle Rick,Robb Pearlman,25 Apr 2019,Mixed media product,12.78,13.5,Entertainment
1654,Ghostbusters: Ghost Trap,Running Press,02 Sep 2021,Mixed media product,11.29,16.0,Entertainment
1655,Now Go: 13,Karl Thomas Smith,17 Nov 2022,Paperback,9.07,9.5,Entertainment
1656,Disney Modern Classics: Encanto,Walt Disney Company Ltd.,16 Feb 2023,Hardback,12.85,17.5,Entertainment
1657,Godzilla,Toho Co. Ltd,08 Nov 2022,Hardback,30.12,36.5,Entertainment
1658,How to be Champion,Sarah Millican,18 Jun 2019,Paperback,10.95,11.5,Entertainment
1659,Cinema Speculation,Quentin Tarantino,01 Nov 2022,Hardback,21.59,30.5,Entertainment
1660,Love and Let Die,John Higgs,15 Sep 2022,Hardback,19.99,27.5,Entertainment
1661,Ayoade on Top,Richard Ayoade,06 Oct 2020,Paperback,13.3,14.0,Entertainment
